trade_ref,instrument_id,counterparty_id,asset_class,side,quantity,price,trade_date,status
TRD-20260414-0312,13,3,FX,BUY,1574,1.1015,2026-04-14,PENDING
TRD-20260415-0313,14,4,FX,SELL,1611,152.0383,2026-04-15,PENDING
TRD-20260415-0314,15,5,FX,BUY,1648,1.2888,2026-04-15,PENDING
TRD-20260415-0315,1,6,EQUITY,SELL,1685,174.832,2026-04-15,PENDING
TRD-20260416-0316,2,7,EQUITY,BUY,1722,165.1724,2026-04-16,PENDING
TRD-20260416-0317,3,8,EQUITY,SELL,1759,14.6124,2026-04-16,PENDING
TRD-20260416-0318,4,9,EQUITY,BUY,1796,224.315,2026-04-16,PENDING
TRD-20260417-0319,5,10,EQUITY,SELL,1833,416.2444,2026-04-17,PENDING
TRD-20260417-0320,6,1,EQUITY,BUY,1870,171.171,2026-04-17,PENDING
TRD-20260417-0321,7,2,EQUITY,SELL,1907,684.5792,2026-04-17,PENDING
TRD-20260418-0322,8,3,EQUITY,BUY,1944,70.8225,2026-04-18,PENDING
TRD-20260418-0323,9,4,EQUITY,SELL,1981,21.5136,2026-04-18,PENDING
TRD-20260418-0324,10,5,FIXED_INCOME,BUY,2018,98.5525,2026-04-18,PENDING
TRD-20260419-0325,11,6,FIXED_INCOME,SELL,2055,96.4,2026-04-19,PENDING
TRD-20260419-0326,12,7,FIXED_INCOME,BUY,2092,97.2942,2026-04-19,PENDING
TRD-20260419-0327,13,8,FX,SELL,2129,1.0885,2026-04-19,PENDING
TRD-20260420-0328,14,9,FX,BUY,2166,150.2461,2026-04-20,PENDING
TRD-20260420-0329,15,10,FX,SELL,2203,1.2736,2026-04-20,PENDING
TRD-20260420-0330,1,1,EQUITY,BUY,2240,180.184,2026-04-20,PENDING
TRD-20260421-0331,2,2,EQUITY,SELL,2277,170.2184,2026-04-21,PENDING
TRD-20260421-0332,3,3,EQUITY,BUY,2314,15.0579,2026-04-21,PENDING
TRD-20260421-0333,4,4,EQUITY,SELL,2351,231.14,2026-04-21,PENDING
TRD-20260422-0334,5,5,EQUITY,BUY,2388,428.8834,2026-04-22,PENDING
TRD-20260422-0335,6,6,EQUITY,SELL,2425,176.358,2026-04-22,PENDING
TRD-20260422-0336,7,7,EQUITY,BUY,2462,676.298,2026-04-22,PENDING
TRD-20260423-0337,8,8,EQUITY,SELL,2499,69.9675,2026-04-23,PENDING
TRD-20260423-0338,9,9,EQUITY,BUY,2536,21.2544,2026-04-23,PENDING
TRD-20260423-0339,10,10,FIXED_INCOME,SELL,2573,97.3675,2026-04-23,PENDING
TRD-20260424-0340,11,1,FIXED_INCOME,BUY,2610,95.2432,2026-04-24,PENDING
TRD-20260424-0341,12,2,FIXED_INCOME,SELL,2647,96.129,2026-04-24,PENDING
TRD-20260424-0342,13,3,FX,BUY,2684,1.0755,2026-04-24,PENDING
TRD-20260425-0343,14,4,FX,SELL,2721,148.4539,2026-04-25,PENDING
TRD-20260425-0344,15,5,FX,BUY,2758,1.2584,2026-04-25,PENDING
TRD-20260425-0345,1,6,EQUITY,SELL,2795,178.0432,2026-04-25,PENDING
TRD-20260426-0346,2,7,EQUITY,BUY,2832,168.2,2026-04-26,PENDING
TRD-20260426-0347,3,8,EQUITY,SELL,2869,14.8797,2026-04-26,PENDING
TRD-20260426-0348,4,9,EQUITY,BUY,2906,228.41,2026-04-26,PENDING
TRD-20260427-0349,5,10,EQUITY,SELL,2943,423.8278,2026-04-27,PENDING
TRD-20260427-0350,6,1,EQUITY,BUY,2980,174.2832,2026-04-27,PENDING
TRD-20260427-0351,7,2,EQUITY,SELL,3017,697.001,2026-04-27,PENDING
TRD-20260428-0352,8,3,EQUITY,BUY,3054,72.105,2026-04-28,PENDING
TRD-20260428-0353,9,4,EQUITY,SELL,3091,21.9024,2026-04-28,PENDING
TRD-20260428-0354,10,5,FIXED_INCOME,BUY,3128,100.33,2026-04-28,PENDING
TRD-20260429-0355,11,6,FIXED_INCOME,SELL,3165,98.1352,2026-04-29,PENDING
TRD-20260429-0356,12,7,FIXED_INCOME,BUY,3202,99.042,2026-04-29,PENDING
TRD-20260429-0357,13,8,FX,SELL,3239,1.0625,2026-04-29,PENDING
TRD-20260430-0358,14,9,FX,BUY,3276,146.6617,2026-04-30,PENDING
TRD-20260430-0359,15,10,FX,SELL,3313,1.2433,2026-04-30,PENDING
TRD-20260430-0360,1,1,EQUITY,BUY,3350,175.9024,2026-04-30,PENDING
TRD-20260501-0361,2,2,EQUITY,SELL,3387,166.1816,2026-05-01,PENDING
TRD-20260501-0362,3,3,EQUITY,BUY,3424,14.7015,2026-05-01,PENDING
TRD-20260501-0363,4,4,EQUITY,SELL,3461,225.68,2026-05-01,PENDING
TRD-20260502-0364,5,5,EQUITY,BUY,3498,418.7722,2026-05-02,PENDING
TRD-20260502-0365,6,6,EQUITY,SELL,3535,172.2084,2026-05-02,PENDING
TRD-20260502-0366,7,7,EQUITY,BUY,3572,688.7198,2026-05-02,PENDING
TRD-20260503-0367,8,8,EQUITY,SELL,3609,71.25,2026-05-03,PENDING
TRD-20260503-0368,9,9,EQUITY,BUY,3646,21.6432,2026-05-03,PENDING
TRD-20260503-0369,10,10,FIXED_INCOME,SELL,3683,99.145,2026-05-03,PENDING
TRD-20260504-0370,11,1,FIXED_INCOME,BUY,3720,96.9784,2026-05-04,PENDING
TRD-20260504-0371,12,2,FIXED_INCOME,SELL,3757,97.8768,2026-05-04,PENDING
TRD-20260504-0372,13,3,FX,BUY,3794,1.095,2026-05-04,PENDING
TRD-20260505-0373,14,4,FX,SELL,3831,151.1422,2026-05-05,PENDING
TRD-20260505-0374,15,5,FX,BUY,3868,1.2812,2026-05-05,PENDING
TRD-20260505-0375,1,6,EQUITY,SELL,3905,181.2544,2026-05-05,PENDING
TRD-20260506-0376,2,7,EQUITY,BUY,3942,171.2276,2026-05-06,PENDING
TRD-20260506-0377,3,8,EQUITY,SELL,3979,15.147,2026-05-06,PENDING
TRD-20260506-0378,4,9,EQUITY,BUY,4016,222.95,2026-05-06,PENDING
TRD-20260507-0379,5,10,EQUITY,SELL,4053,413.7166,2026-05-07,PENDING
TRD-20260507-0380,6,1,EQUITY,BUY,4090,170.1336,2026-05-07,PENDING
TRD-20260507-0381,7,2,EQUITY,SELL,4127,680.4386,2026-05-07,PENDING
TRD-20260508-0382,8,3,EQUITY,BUY,4164,70.395,2026-05-08,PENDING
TRD-20260508-0383,9,4,EQUITY,SELL,4201,21.384,2026-05-08,PENDING
TRD-20260508-0384,10,5,FIXED_INCOME,BUY,4238,97.96,2026-05-08,PENDING
TRD-20260509-0385,11,6,FIXED_INCOME,SELL,4275,95.8216,2026-05-09,PENDING
TRD-20260509-0386,12,7,FIXED_INCOME,BUY,4312,96.7116,2026-05-09,PENDING
TRD-20260509-0387,13,8,FX,SELL,4349,1.082,2026-05-09,PENDING
TRD-20260510-0388,14,9,FX,BUY,4386,149.35,2026-05-10,PENDING
TRD-20260510-0389,15,10,FX,SELL,4423,1.266,2026-05-10,PENDING
TRD-20260510-0390,1,1,EQUITY,BUY,4460,179.1136,2026-05-10,PENDING
TRD-20260511-0391,2,2,EQUITY,SELL,4497,169.2092,2026-05-11,PENDING
TRD-20260511-0392,3,3,EQUITY,BUY,4534,14.9688,2026-05-11,PENDING
TRD-20260511-0393,4,4,EQUITY,SELL,4571,229.775,2026-05-11,PENDING
TRD-20260512-0394,5,5,EQUITY,BUY,4608,426.3556,2026-05-12,PENDING
TRD-20260512-0395,6,6,EQUITY,SELL,4645,175.3206,2026-05-12,PENDING
TRD-20260512-0396,7,7,EQUITY,BUY,4682,701.1416,2026-05-12,PENDING
TRD-20260513-0397,8,8,EQUITY,SELL,4719,72.5325,2026-05-13,PENDING
TRD-20260513-0398,9,9,EQUITY,BUY,4756,22.032,2026-05-13,PENDING
TRD-20260513-0399,10,10,FIXED_INCOME,SELL,4793,96.775,2026-05-13,PENDING
TRD-20260514-0400,11,1,FIXED_INCOME,BUY,4830,94.6648,2026-05-14,PENDING
TRD-20260514-0401,12,2,FIXED_INCOME,SELL,4867,95.5464,2026-05-14,PENDING
TRD-20260514-0402,13,3,FX,BUY,4904,1.069,2026-05-14,PENDING
TRD-20260515-0403,14,4,FX,SELL,4941,147.5578,2026-05-15,PENDING
TRD-20260515-0404,15,5,FX,BUY,4978,1.2509,2026-05-15,PENDING
TRD-20260515-0405,1,6,EQUITY,SELL,25,176.9728,2026-05-15,PENDING
TRD-20260516-0406,2,7,EQUITY,BUY,62,167.1908,2026-05-16,PENDING
TRD-20260516-0407,3,8,EQUITY,SELL,99,14.7906,2026-05-16,PENDING
TRD-20260516-0408,4,9,EQUITY,BUY,136,227.045,2026-05-16,PENDING
TRD-20260517-0409,5,10,EQUITY,SELL,173,421.3,2026-05-17,PENDING
TRD-20260517-0410,6,1,EQUITY,BUY,210,173.2458,2026-05-17,PENDING
TRD-20260517-0411,7,2,EQUITY,SELL,247,692.8604,2026-05-17,PENDING
TRD-20260518-0412,8,3,EQUITY,BUY,284,71.6775,2026-05-18,PENDING
TRD-20260518-0413,9,4,EQUITY,SELL,321,21.7728,2026-05-18,PENDING
TRD-20260518-0414,10,5,FIXED_INCOME,BUY,358,99.7375,2026-05-18,PENDING
TRD-20260519-0415,11,6,FIXED_INCOME,SELL,395,97.5568,2026-05-19,PENDING
TRD-20260519-0416,12,7,FIXED_INCOME,BUY,432,98.4594,2026-05-19,PENDING
TRD-20260519-0417,13,8,FX,SELL,469,1.1015,2026-05-19,PENDING
TRD-20260520-0418,14,9,FX,BUY,506,152.0383,2026-05-20,PENDING
TRD-20260520-0419,15,10,FX,SELL,543,1.2888,2026-05-20,PENDING
TRD-20260520-0420,1,1,EQUITY,BUY,580,174.832,2026-05-20,PENDING
TRD-20260521-0421,2,2,EQUITY,SELL,617,165.1724,2026-05-21,PENDING
TRD-20260521-0422,3,3,EQUITY,BUY,654,14.6124,2026-05-21,PENDING
TRD-20260521-0423,4,4,EQUITY,SELL,691,224.315,2026-05-21,PENDING
TRD-20260522-0424,5,5,EQUITY,BUY,728,416.2444,2026-05-22,PENDING
TRD-20260522-0425,6,6,EQUITY,SELL,765,171.171,2026-05-22,PENDING
TRD-20260522-0426,7,7,EQUITY,BUY,802,684.5792,2026-05-22,PENDING
TRD-20260523-0427,8,8,EQUITY,SELL,839,70.8225,2026-05-23,PENDING
TRD-20260523-0428,9,9,EQUITY,BUY,876,21.5136,2026-05-23,PENDING
TRD-20260523-0429,10,10,FIXED_INCOME,SELL,913,98.5525,2026-05-23,PENDING
TRD-20260524-0430,11,1,FIXED_INCOME,BUY,950,96.4,2026-05-24,PENDING
TRD-20260524-0431,12,2,FIXED_INCOME,SELL,987,97.2942,2026-05-24,PENDING
TRD-20260524-0432,13,3,FX,BUY,1024,1.0885,2026-05-24,PENDING
TRD-20260525-0433,14,4,FX,SELL,1061,150.2461,2026-05-25,PENDING
TRD-20260525-0434,15,5,FX,BUY,1098,1.2736,2026-05-25,PENDING
TRD-20260525-0435,1,6,EQUITY,SELL,1135,180.184,2026-05-25,PENDING
TRD-20260526-0436,2,7,EQUITY,BUY,1172,170.2184,2026-05-26,PENDING
TRD-20260526-0437,3,8,EQUITY,SELL,1209,15.0579,2026-05-26,PENDING
TRD-20260526-0438,4,9,EQUITY,BUY,1246,231.14,2026-05-26,PENDING
TRD-20260527-0439,5,10,EQUITY,SELL,1283,428.8834,2026-05-27,PENDING
TRD-20260527-0440,6,1,EQUITY,BUY,1320,176.358,2026-05-27,PENDING
TRD-20260527-0441,7,2,EQUITY,SELL,1357,676.298,2026-05-27,PENDING
TRD-20260528-0442,8,3,EQUITY,BUY,1394,69.9675,2026-05-28,PENDING
TRD-20260528-0443,9,4,EQUITY,SELL,1431,21.2544,2026-05-28,PENDING
TRD-20260528-0444,10,5,FIXED_INCOME,BUY,1468,97.3675,2026-05-28,PENDING
TRD-20260529-0445,11,6,FIXED_INCOME,SELL,1505,95.2432,2026-05-29,PENDING
TRD-20260529-0446,12,7,FIXED_INCOME,BUY,1542,96.129,2026-05-29,PENDING
TRD-20260529-0447,13,8,FX,SELL,1579,1.0755,2026-05-29,PENDING
TRD-20260530-0448,14,9,FX,BUY,1616,148.4539,2026-05-30,PENDING
TRD-20260530-0449,15,10,FX,SELL,1653,1.2584,2026-05-30,PENDING
TRD-20260530-0450,1,1,EQUITY,BUY,1690,178.0432,2026-05-30,PENDING
TRD-20260531-0451,2,2,EQUITY,SELL,1727,168.2,2026-05-31,PENDING
TRD-20260531-0452,3,3,EQUITY,BUY,1764,14.8797,2026-05-31,PENDING
TRD-20260531-0453,4,4,EQUITY,SELL,1801,228.41,2026-05-31,PENDING
TRD-20260601-0454,5,5,EQUITY,BUY,1838,423.8278,2026-06-01,PENDING
TRD-20260601-0455,6,6,EQUITY,SELL,1875,174.2832,2026-06-01,PENDING
TRD-20260601-0456,7,7,EQUITY,BUY,1912,697.001,2026-06-01,PENDING
TRD-20260602-0457,8,8,EQUITY,SELL,1949,72.105,2026-06-02,PENDING
TRD-20260602-0458,9,9,EQUITY,BUY,1986,21.9024,2026-06-02,PENDING
TRD-20260602-0459,10,10,FIXED_INCOME,SELL,2023,100.33,2026-06-02,PENDING
TRD-20260603-0460,11,1,FIXED_INCOME,BUY,2060,98.1352,2026-06-03,PENDING
TRD-20260603-0461,12,2,FIXED_INCOME,SELL,2097,99.042,2026-06-03,PENDING
TRD-20260603-0462,13,3,FX,BUY,2134,1.0625,2026-06-03,PENDING
TRD-20260604-0463,14,4,FX,SELL,2171,146.6617,2026-06-04,PENDING
TRD-20260604-0464,15,5,FX,BUY,2208,1.2433,2026-06-04,PENDING
TRD-20260604-0465,1,6,EQUITY,SELL,2245,175.9024,2026-06-04,PENDING
TRD-20260605-0466,2,7,EQUITY,BUY,2282,166.1816,2026-06-05,PENDING
TRD-20260605-0467,3,8,EQUITY,SELL,2319,14.7015,2026-06-05,PENDING
TRD-20260605-0468,4,9,EQUITY,BUY,2356,225.68,2026-06-05,PENDING
TRD-20260606-0469,5,10,EQUITY,SELL,2393,418.7722,2026-06-06,PENDING
TRD-20260606-0470,6,1,EQUITY,BUY,2430,172.2084,2026-06-06,PENDING
TRD-20260606-0471,7,2,EQUITY,SELL,2467,688.7198,2026-06-06,PENDING
TRD-20260607-0472,8,3,EQUITY,BUY,2504,71.25,2026-06-07,PENDING
TRD-20260607-0473,9,4,EQUITY,SELL,2541,21.6432,2026-06-07,PENDING
TRD-20260607-0474,10,5,FIXED_INCOME,BUY,2578,99.145,2026-06-07,PENDING
TRD-20260608-0475,11,6,FIXED_INCOME,SELL,2615,96.9784,2026-06-08,PENDING
TRD-20260608-0476,12,7,FIXED_INCOME,BUY,2652,97.8768,2026-06-08,PENDING
TRD-20260608-0477,13,8,FX,SELL,2689,1.095,2026-06-08,PENDING
TRD-20260609-0478,14,9,FX,BUY,2726,151.1422,2026-06-09,PENDING
TRD-20260609-0479,15,10,FX,SELL,2763,1.2812,2026-06-09,PENDING
TRD-20260609-0480,1,1,EQUITY,BUY,2800,181.2544,2026-06-09,PENDING
TRD-20260610-0481,2,2,EQUITY,SELL,2837,171.2276,2026-06-10,PENDING
TRD-20260610-0482,3,3,EQUITY,BUY,2874,15.147,2026-06-10,PENDING
TRD-20260610-0483,4,4,EQUITY,SELL,2911,222.95,2026-06-10,PENDING
TRD-20260611-0484,5,5,EQUITY,BUY,2948,413.7166,2026-06-11,PENDING
TRD-20260611-0485,6,6,EQUITY,SELL,2985,170.1336,2026-06-11,PENDING
TRD-20260611-0486,7,7,EQUITY,BUY,3022,680.4386,2026-06-11,PENDING
TRD-20260612-0487,8,8,EQUITY,SELL,3059,70.395,2026-06-12,PENDING
TRD-20260612-0488,9,9,EQUITY,BUY,3096,21.384,2026-06-12,PENDING
TRD-20260612-0489,10,10,FIXED_INCOME,SELL,3133,97.96,2026-06-12,PENDING
TRD-20260613-0490,11,1,FIXED_INCOME,BUY,3170,95.8216,2026-06-13,PENDING
TRD-20260613-0491,12,2,FIXED_INCOME,SELL,3207,96.7116,2026-06-13,PENDING
TRD-20260613-0492,13,3,FX,BUY,3244,1.082,2026-06-13,PENDING
TRD-20260614-0493,14,4,FX,SELL,3281,149.35,2026-06-14,PENDING
TRD-20260614-0494,15,5,FX,BUY,3318,1.266,2026-06-14,PENDING
TRD-20260614-0495,1,6,EQUITY,SELL,3355,179.1136,2026-06-14,PENDING
TRD-20260615-0496,2,7,EQUITY,BUY,3392,169.2092,2026-06-15,PENDING
TRD-20260615-0497,3,8,EQUITY,SELL,3429,14.9688,2026-06-15,PENDING
TRD-20260615-0498,4,9,EQUITY,BUY,3466,229.775,2026-06-15,PENDING
TRD-20260616-0499,5,10,EQUITY,SELL,3503,426.3556,2026-06-16,PENDING
TRD-20260616-0500,6,1,EQUITY,BUY,3540,175.3206,2026-06-16,PENDING
